,Date,compound
809,2022-06-03,0.39240769230769235
810,2022-06-04,0.049618421052631576
811,2022-06-05,0.151375
812,2022-06-06,-0.044840000000000005
813,2022-06-07,0.11265
814,2022-06-08,-0.017275000000000013
815,2022-06-09,0.2858222222222222
816,2022-06-10,-0.029884999999999995
817,2022-06-11,0.2801368421052632
818,2022-06-12,0.21438571428571432
819,2022-06-13,0.24145
820,2022-06-14,0.089575
821,2022-06-15,0.114024
822,2022-06-16,0.23191724137931036
823,2022-06-17,0.22771666666666668
824,2022-06-18,0.20142962962962963
825,2022-06-19,0.26389285714285715
826,2022-06-20,0.24919285714285716
827,2022-06-21,0.1903166666666667
828,2022-06-22,0.0
829,2022-06-23,0.0
830,2022-06-24,0.0
831,2022-06-25,0.0
832,2022-06-26,0.0
833,2022-06-27,0.0
834,2022-06-28,0.0
835,2022-06-29,0.0
836,2022-06-30,0.0
837,2022-07-01,0.0
838,2022-07-02,0.35259999999999997
839,2022-07-03,0.0
840,2022-07-04,0.2038
841,2022-07-05,0.1699
842,2022-07-06,0.07537333333333335
843,2022-07-07,0.10757142857142857
844,2022-07-08,0.0037454545454545466
845,2022-07-09,0.0
846,2022-07-10,0.0
847,2022-07-11,0.018255000000000004
848,2022-07-12,0.13515000000000002
849,2022-07-13,0.1987
850,2022-07-14,0.6365000000000001
851,2022-07-15,0.13859
852,2022-07-16,0.004400000000000015
853,2022-07-17,0.0
854,2022-07-18,0.1597578947368421
855,2022-07-19,0.13786363636363635
856,2022-07-20,0.224975
857,2022-07-21,0.09459090909090909
858,2022-07-22,0.1579
